    0.438140666484832764E+01    0.562361049652099609E+01    0.755917760729789734E+01    0.209857326972396940E+01    0.823864854530903834E+01    0.268254203796386737E+01    0.147224780246607097E+02    0.145807996006646565E+02   -0.103570690776241179E+02
    0.439895281524551862E+01    0.486703914672517701E+01    0.399356975314915008E+01    0.417119064064398515E+01    0.792377245602768188E+01    0.171956174515143201E+01    0.147739393895083868E+02    0.146299769818713870E+02   -0.945756996637758185E+01
    0.441412815896424870E+01    0.424018832928311884E+01    0.616381683440162664E+01    0.256692795677675711E+01    0.391339367904497415E+01    0.179128099195647050E+01    0.147423261144203792E+02    0.146297883967026241E+02   -0.883584000487800836E+01
    0.435252741260939136E+01    0.679160585298821751E+01    0.345503438632760007E+01    0.293394428884085556E+01    0.309422347580532220E+01    0.220749514617553633E+01    0.147114660208692420E+02    0.146305568406521882E+02   -0.806902738076611925E+01
    0.350426032569149104E+01    0.165922695462786907E+01    0.578485970292407092E+01    0.250328793480851175E+01    0.691569775574647760E+01    0.243065343291745162E+01    0.148791383108414053E+02    0.148164233656316160E+02   -0.784286143556504545E+01
    0.343386411647979450E+01    0.509821889133320916E+01    0.795581667282332639E+01    0.318153560459265528E+01    0.513250463548408575E+01    0.191430829473033670E+01    0.149384581517182493E+02    0.147975732487717657E+02   -0.757728196161328960E+01
    0.421391495239634217E+01    0.578790459315946215E+01    0.637229484286008852E+01    0.518063803747901197E+01    0.588616297559303447E+01    0.270884143830554125E+01    0.147201879413907495E+02    0.146960845239867748E+02   -0.738584719383288224E+01
    0.361014231510264860E+01    0.400451729141616364E+00    0.307695229445031915E+01    0.327060948438095433E+01    0.654728949935586702E+01    0.220387290138699177E+01    0.149094784006457086E+02    0.148177022322972292E+02   -0.707057341297495245E+01
    0.421461207766054180E+01    0.152347590404464350E+01    0.690187236420963668E+01    0.464733351782209603E+01    0.518148919155165721E+01    0.167650151542395043E+01    0.148338584412756020E+02    0.146699728335884512E+02   -0.691997332650368069E+01
    0.342542849746961098E+01    0.519697914859282495E+01    0.107301709900351305E+01    0.330776654001915116E+01    0.569734016953115585E+01    0.259700415352596448E+01    0.148602497650342968E+02    0.147764545078423630E+02   -0.675936966260272953E+01
    0.362918587255710889E+01    0.292652762626810814E+01    0.672519247720738456E+01    0.164379241434543610E+01    0.828527846370606547E+01    0.197776226133340671E+01    0.152025441601103122E+02    0.147796034796543410E+02   -0.674046642400575280E+01
    0.417910292744636536E+01    0.466298389434814453E+01    0.489880669116973877E+01    0.373328794643467488E+01    0.554588998987188653E+01    0.211296744930744174E+01    0.147806706652118489E+02    0.146323463931305700E+02   -0.654162477000926845E+01
    0.447411097175936234E+01    0.688761720070201289E+01    0.373902541805051802E+01    0.235147107599121163E+01    0.448035077307093399E+01    0.181998473701229124E+01    0.147270783271691297E+02    0.146491681405542735E+02   -0.652957179405455346E+01
    0.337603712269164191E+01    0.190290191713570067E+01    0.747672492672178102E+01    0.445667114712206569E+01    0.640260809712490087E+01    0.189012120437521380E+01    0.150043478367540093E+02    0.148976255225229366E+02   -0.646431062609857321E+01
    0.444533986756619370E+01    0.133113560013509447E+01    0.620463458273015345E+01    0.612722115639373399E+01    0.612809433623079514E+01    0.254065163326566212E+01    0.147228335400386161E+02    0.146433346422425981E+02   -0.624895910715260872E+01
    0.325787202303636914E+01    0.123063445348670508E+01    0.681801222128809759E+01    0.487694287861219511E+01    0.729154589024827970E+01    0.218350215357324506E+01    0.150266622772491143E+02    0.149043750345579049E+02   -0.623812686708733111E+01
    0.286596631249109191E+01    0.222754272096412720E+01    0.401170151295464894E+01    0.232948475023987633E+01    0.355251949509145604E+01    0.217740718106537789E+01    0.152083368065295783E+02    0.149976975669405359E+02   -0.622035487877613846E+01
    0.280926387077661444E+01    0.335056706794134573E+01    0.746437876060060379E+01    0.395679836589168055E+01    0.627284420029284728E+01    0.280573152323476904E+01    0.151431834816019038E+02    0.148685745226484549E+02   -0.621665790342921820E+01
    0.277002486586570740E+01    0.424935245513916016E+01    0.733248025178909302E+00    0.155052599165927818E+01    0.601378219969086558E+01    0.263033810472488394E+01    0.148985275909106178E+02    0.147588869559364078E+02   -0.620419729082990834E+01
    0.359031295776367188E+01    0.534184503555297852E+01    0.557988911867141724E+00    0.287458016486309642E+01    0.791027832541971065E+01    0.207235744130611410E+01    0.148813065023730502E+02    0.147383330232290248E+02   -0.615512638074337382E+01
    0.370984967177659897E+01    0.310739035695317867E+01    0.535688308405535940E+00    0.437531378643458879E+01    0.543873735450279305E+01    0.196277833524718703E+01    0.148543464754198329E+02    0.147424018767785832E+02   -0.615062310784397859E+01
    0.438642036143285363E+01    0.577403291685307085E+01    0.666842891304083718E+01    0.527073581682287617E+01    0.608125465846371771E+01    0.236108272072151060E+01    0.146978484481874911E+02    0.146453426049754114E+02   -0.613200616732286630E+01
    0.316153791546821594E+01    0.834580421447753906E+00    0.316619175672531128E+01    0.634972407019094476E+01    0.777611568960392230E+01    0.238294299304485335E+01    0.150158218678862596E+02    0.149024096146350011E+02   -0.599349115712032798E+01
    0.397969603199088029E+01    0.395715763068687476E+01    0.313157486991186440E+01    0.260407426283658161E+01    0.373069752616953476E+01    0.208484816699902842E+01    0.147804193510677155E+02    0.147078046853545832E+02   -0.598854023844567340E+01
    0.404536710357253337E+01    0.678835294333584915E+01    0.185363623013551959E+01    0.362459142316404082E+01    0.724259427708363290E+01    0.198333175907596670E+01    0.148479583745887087E+02    0.147041229899644552E+02   -0.598821570179187912E+01
    0.296069342948735237E+01    0.249002359881211444E+01    0.570778249620599443E+01    0.512918748599450236E+01    0.694363188013429244E+01    0.273284109518300777E+01    0.151021851989490177E+02    0.149432216990569220E+02   -0.585574303046705591E+01
    0.379962944324359464E+01    0.301240385301557190E+01    0.320726475189375471E+01    0.436139639542487689E+01    0.627587358967498421E+01    0.227772781981059813E+01    0.148493044116267470E+02    0.146671318198153280E+02   -0.580493442667454485E+01
    0.353232473052588603E+01    0.620538851026848270E+01    0.122547309124952131E+01    0.523988019904915703E+01    0.678127954707378944E+01    0.251480108634048882E+01    0.149414025444867047E+02    0.147946200966725137E+02   -0.565789497720967827E+01
    0.442637031484376564E+01    0.769938699224241674E+01    0.969745706534949292E+00    0.470669959160091533E+01    0.779293609630395512E+01    0.249421126712648400E+01    0.147246822159081976E+02    0.146290397660713651E+02   -0.558807564929281408E+01
    0.448817820321399275E+01    0.191713962308908981E+01    0.626450266691865920E+01    0.510621433945583014E+01    0.635428394035168687E+01    0.190917217436813647E+01    0.147261441769737047E+02    0.146289812273936093E+02   -0.558762183800752599E+01
    0.441275355219841003E+01    0.451305627822875977E+01    0.692096608877182007E+01    0.217128726523188753E+01    0.781337544184385369E+01    0.186392928946018221E+01    0.147361388147805155E+02    0.146488702064473078E+02   -0.553337240677181796E+01
