4.218864351511001587e+00 1.461731433868408203e+00 5.835599929094314575e+00 3.922955622264618469e+00 6.043285814352124419e+00 3.232564312237648778e+02 4.961003292055212116e-04 2.390231847763061579e-01 2.040394751787185434e+00 1.479819934539840176e+01 1.000000000000000000e+00
2.145186007022857666e+00 6.607404232025146484e+00 1.843946307897567749e+00 3.165893855200605955e+00 5.109604021095536019e+00 2.691765363146238378e+05 6.285086129173005531e+01 5.440213680267334123e-02 1.836142491340637228e+00 1.505914742738564627e+01 1.000000000000000000e+00
1.639711737632751465e+00 5.661746978759765625e+00 4.941137760877609253e+00 2.157284801466074597e+00 6.649508788583999852e+00 7.624232443492592211e+02 1.100522172564953475e-03 3.142603635787963867e-01 2.803901185512542860e+00 1.498984762537373783e+01 1.000000000000000000e+00
4.186247408390045166e+00 2.125452518463134766e+00 4.996931284666061401e+00 2.406000594463708619e+00 8.068142245908662247e+00 2.043623571310858056e+07 1.038053210411829781e+02 8.009165644645690474e-01 2.185576775074005162e+00 1.464923885231761069e+01 1.000000000000000000e+00
3.138506472110748291e+00 2.897757053375244141e+00 6.227432668209075928e+00 3.252178690435138186e+00 5.258053612005806343e+00 3.844761324235793290e+04 3.099199699815373243e+00 6.095419108867644598e-01 2.302752027273178292e+00 1.498632144776772179e+01 1.000000000000000000e+00
3.357378512620925903e+00 4.243274688720703125e+00 6.085520118474960327e+00 5.859644851265881194e+00 7.687611545523548529e+00 1.713504183252479197e+04 8.558748015440027501e-01 8.356152892112731490e-01 2.095897397756576463e+00 1.485945953140830333e+01 1.000000000000000000e+00
4.093030989170074463e+00 2.555345535278320312e+00 4.098635345697402954e+00 6.492527421813712785e+00 7.591454015281352774e+00 7.602010354055774769e+03 1.491627145551759764e-02 1.677442079782485829e+00 1.715703391075134254e+00 1.481248881322259692e+01 1.000000000000000000e+00
4.364343941211700439e+00 5.067843437194824219e+00 7.660257548093795776e+00 1.958736831194450412e+00 7.295446025600653250e+00 4.741091597856245789e+04 5.494712007755231387e-01 2.003353834152221680e-02 1.932170764684677078e+00 1.477523691141421658e+01 1.000000000000000000e+00
3.674492746591567993e+00 2.952889442443847656e+00 3.216109007596969604e+00 3.794213904822489880e+00 5.307771949082906282e+00 2.023012488463972886e+03 6.126573062130990371e-02 5.239367604255675825e-01 2.309851327538490207e+00 1.478173545014632495e+01 1.000000000000000000e+00
3.103462904691696167e+00 5.773050785064697266e+00 3.200271457433700562e+00 5.491995503956299984e+00 7.645944889437799930e+00 3.821500368438862552e+03 2.208823598929598661e-02 1.117189806699752763e+00 1.799385096549987795e+00 1.508195977260509224e+01 1.000000000000000000e+00
3.675443828105926514e+00 3.041251182556152344e+00 6.702742278575897217e-01 2.008385410819100159e+00 2.459699536839763834e+00 1.812348252723714104e+06 6.617892662484218258e-01 8.277004659175872803e-01 2.505843511462211737e+00 1.480624606881760918e+01 1.000000000000000000e+00
4.187989979982376099e+00 1.252140522003173828e+00 6.571932017803192139e+00 3.267616195958924941e+00 3.326592443197021520e+00 4.934900177998538857e+04 6.496126826758925610e-01 9.684829115867614469e-02 2.393850342154502986e+00 1.468837297274661680e+01 1.000000000000000000e+00
4.462593227624893188e+00 1.196329593658447266e+00 1.302809745073318481e+00 2.945627011268007855e+00 7.442810931327379365e+00 5.809154000554040977e+03 1.862481683963367399e-02 1.189219349622726352e+00 1.699237162947654589e+00 1.464119749152936301e+01 1.000000000000000000e+00
3.958895534276962280e+00 2.038700580596923828e+00 6.764282166957855225e+00 3.684261633858256779e+00 6.297767061773978270e+00 4.527789550542968209e+04 4.412607329000137191e-01 1.224585825204849154e+00 2.460739285469055293e+00 1.466576105176311628e+01 1.000000000000000000e+00
3.234453052282333374e+00 4.037500381469726562e+00 4.188863068819046021e+00 2.065531037926370050e+00 7.869712726173803574e+00 2.067123324378795223e+04 3.561612849070723476e-03 4.001382887363433838e-01 2.199704967975616654e+00 1.499528899779468993e+01 1.000000000000000000e+00
3.515164375305175781e+00 6.637803554534912109e+00 1.660448342561721802e+00 6.921227490910601077e+00 7.503842474051177547e+00 2.367047754628528492e+05 1.951328600410703773e+00 1.329156112670898393e+00 1.683238758921623113e+00 1.482800195928266263e+01 1.000000000000000000e+00
