    0.424647157895364824E+01    0.364502282392888022E+01    0.642149748631221495E+01    0.638750505636407873E+01    0.823845713128662815E+01    0.226714906396898419E+01    0.148479712922027112E+02    0.147097894535478666E+02   -0.827328659991111692E+01
    0.369991467105259630E+01    0.602635831838201685E+01    0.182531393277068688E+01    0.388186356828011769E+01    0.726347720158128851E+01    0.197007124056489435E+01    0.150054577170563732E+02    0.148999275992673805E+02   -0.781184411652541666E+01
    0.365254981377976451E+01    0.626709908552810635E+01    0.477191094633965918E+01    0.331954613402278920E+01    0.535214970292215320E+01    0.183344842446716361E+01    0.149855008143626076E+02    0.148885357595384438E+02   -0.662893510732810576E+01
    0.304389071138053069E+01    0.340687323458040625E+01    0.505107394962878065E+01    0.151636160196331415E+01    0.631686495586512287E+01    0.178848406370994573E+01    0.152030712522723466E+02    0.149939671264498671E+02   -0.659160334959440419E+01
    0.401417519741140083E+01    0.230949481618968289E+01    0.247183328473316388E+01    0.231050869178776530E+01    0.308771125491879550E+01    0.270794566576119511E+01    0.148628285038239891E+02    0.147172288203598107E+02   -0.629145515016969714E+01
    0.369286460543687323E+01    0.641242044055559290E+01    0.441122261902977897E+01    0.357641022685416665E+01    0.602801518387731505E+01    0.192982215775383725E+01    0.149744131316724456E+02    0.148843909911314398E+02   -0.588944090176031843E+01
    0.416088250667765358E+01    0.205318549786010518E+01    0.484811055910070099E+01    0.246018264881515947E+01    0.586466354541924595E+01    0.220256166708912371E+01    0.148605388946864299E+02    0.148006363497435185E+02   -0.565659291099633066E+01
    0.294235251462043790E+01    0.385174008083331287E+01    0.799301859340546361E+01    0.308883012913472044E+01    0.819333500719158891E+01    0.222542947594796958E+01    0.151213806084435642E+02    0.149420595874625128E+02   -0.553291801784417725E+01
    0.420533120632171631E+01    0.424625158309936523E+01    0.591927412152290344E+01    0.300179814126116939E+01    0.548888551012157233E+01    0.257644472754001619E+01    0.148373334669741244E+02    0.147857949549363745E+02   -0.550234205717049107E+01
    0.301924964352787439E+01    0.261730417793654135E+01    0.322156226585498029E+01    0.262238277636471295E+01    0.817490682168639538E+01    0.240666267223447328E+01    0.154549551094030200E+02    0.148778555864682165E+02   -0.540715106109298826E+01
    0.393633295499377223E+01    0.571316824318564720E+01    0.340285647500511690E+01    0.281811483768057691E+01    0.683860957416734472E+01    0.229650954898493653E+01    0.148848258941885199E+02    0.148196913170917259E+02   -0.539038456601099814E+01
    0.394667896628379822E+01    0.385491228103637695E+01    0.194331946969032288E+01    0.414976875306011728E+01    0.552077728529864586E+01    0.280785805356502571E+01    0.148637180973158607E+02    0.147049936614631029E+02   -0.538826336293664099E+01
    0.403136951652205333E+01    0.290656375326708805E+01    0.238741518347276793E+01    0.387629420703331995E+01    0.486633255798063491E+01    0.222619127221159108E+01    0.149534391209887971E+02    0.147622911678944320E+02   -0.536448993124392448E+01
    0.368514302372932434E+01    0.562527036666870117E+01    0.710561650991439819E+01    0.345623132524706289E+01    0.652592045720771630E+01    0.277151198041439084E+01    0.149930948661813481E+02    0.147919668151175809E+02   -0.533631926390233424E+01
    0.423234830961660968E+01    0.492498952355595776E+01    0.203840928076347927E+01    0.405665112093529689E+01    0.473734241456052363E+01    0.182011590519363753E+01    0.148999619960042615E+02    0.147468818069111904E+02   -0.524977943706893502E+01
    0.374885531154941853E+01    0.112600539428402024E+01    0.369982932123538921E+01    0.554838702515821236E+01    0.754260138579230777E+01    0.196174216596709328E+01    0.149490675084831857E+02    0.148531575077805922E+02   -0.519189561324542925E+01
    0.325563796701771269E+01    0.426796601316232671E+01    0.555091301453724917E+01    0.589071296619026619E+01    0.591054078173018738E+01    0.219672808473638570E+01    0.151393467954407246E+02    0.149603784821176919E+02   -0.517286978480988680E+01
    0.437291202126532408E+01    0.624767614744056932E+01    0.186099417082150564E+01    0.307298000033014596E+01    0.625189647707996521E+01    0.232989734750923772E+01    0.148667707312661950E+02    0.147051388566914749E+02   -0.516185071363211812E+01
    0.346968582272529602E+01    0.422241449356079102E+01    0.250485289096832275E+01    0.560320251328702312E+01    0.610510242143090665E+01    0.172096537780761705E+01    0.150686245649633399E+02    0.149327407100166489E+02   -0.513102881197088312E+01
    0.440591385807709646E+01    0.159017433692112919E+01    0.646082173440150953E+01    0.559783052461426234E+01    0.679312632637653202E+01    0.264003999704178405E+01    0.148071257495637276E+02    0.146888105081685829E+02   -0.511360495527638914E+01
    0.426403185725212097E+01    0.200162553787231445E+01    0.184802505373954773E+01    0.430148928829672439E+01    0.770640004394798694E+01    0.264731244802474963E+01    0.148351232479642494E+02    0.147779448670935132E+02   -0.511222623428623457E+01
    0.442713808629897532E+01    0.324756926784822597E+00    0.634527162426683145E+01    0.506289206097430977E+01    0.784477731381001586E+01    0.280257713597881253E+01    0.148323889522429795E+02    0.146948830206173682E+02   -0.510828596921590705E+01
    0.440606021719920626E+01    0.282370630589365890E+01    0.637317000807109757E+01    0.493330455702628257E+01    0.612299052283935463E+01    0.243916226804066039E+01    0.148501022150241937E+02    0.146946377058936442E+02   -0.508771500091968587E+01
    0.430251897071751976E+01    0.326865341028643863E+01    0.578962966879442309E+01    0.150702689925088351E+01    0.411434092604424695E+01    0.174896622380783762E+01    0.150864123838146824E+02    0.149310991421030330E+02   -0.508228873842715423E+01
    0.418701923073038174E+01    0.464357291310872355E+01    0.784828227793475719E+01    0.344998646267098508E+01    0.732779394197068434E+01    0.241222497922351042E+01    0.149078095066215752E+02    0.147545173862058032E+02   -0.502830787969654391E+01
    0.411410464304316736E+01    0.187130143384966385E+01    0.520118403238330806E+01    0.639890777112209008E+01    0.793790513732517589E+01    0.271360842898720511E+01    0.148939202635796217E+02    0.147732864522806207E+02   -0.502297666215133454E+01
    0.319072729349136353E+01    0.657002019882202148E+01    0.196162331104278564E+01    0.659988570597527424E+01    0.714873141050247440E+01    0.198264238536357884E+01    0.152119651093378447E+02    0.149899705608503133E+02   -0.502274914645093773E+01
    0.430728300066181546E+01    0.432324900103959120E+01    0.486581688530561252E+01    0.205959330998440837E+01    0.705793491694349218E+01    0.196466687023293662E+01    0.148966634418387560E+02    0.148145852244107861E+02   -0.500353240117994513E+01
    0.368655918364467006E+01    0.589356931038955878E+01    0.463811989462186336E+01    0.459113008896980901E+01    0.822732637406577538E+01    0.245810550510818970E+01    0.149653790036888843E+02    0.148598249748281077E+02   -0.496590150682579257E+01
